name,subGroup,value,year,tcolour
Macmillan,82 months in office,6,75,#00539f
Attlee,76 months in office,7,75,#ee3224
Balfour,41 months in office,7,75,#00539f
Lloyd George,71 months in office,9,75,#ffb703
Wilson,94 months in office,9,75,#ee3224
Thatcher,139 months in office,12,75,#00539f
Brown,35 months in office,13,75,#ee3224
Cameron,75 months in office,14,75,#00539f
Macdonald,82 months in office,16,75,#ee3224
Blair,122 months in office,20,75,#ee3224
Major,78 months in office,22,75,#00539f
May,34 months in office,30,75,#00539f
Eden,22 months in office,2,76,#00539f
Churchill,104 months in office,3,76,#00539f
Asquith,105 months in office,4,76,#ffb703
Baldwin,87 months in office,4,76,#00539f
Callaghan,37 months in office,4,76,#ee3224
Chamberlain,36 months in office,5,76,#00539f
Heath,45 months in office,5,76,#00539f
Macmillan,82 months in office,6,76,#00539f
Attlee,76 months in office,7,76,#ee3224
Balfour,41 months in office,7,76,#00539f
Lloyd George,71 months in office,9,76,#ffb703
Wilson,94 months in office,10,76,#ee3224
Thatcher,139 months in office,12,76,#00539f
Brown,35 months in office,13,76,#ee3224
Cameron,75 months in office,14,76,#00539f
Macdonald,82 months in office,16,76,#ee3224
Blair,122 months in office,20,76,#ee3224
Major,78 months in office,22,76,#00539f
May,34 months in office,30,76,#00539f
Eden,22 months in office,2,77,#00539f
Churchill,104 months in office,3,77,#00539f
Asquith,105 months in office,4,77,#ffb703
Baldwin,87 months in office,4,77,#00539f
Callaghan,37 months in office,4,77,#ee3224
Chamberlain,36 months in office,5,77,#00539f
Heath,45 months in office,5,77,#00539f
Attlee,76 months in office,7,77,#ee3224
Balfour,41 months in office,7,77,#00539f
Macmillan,82 months in office,7,77,#00539f
Lloyd George,71 months in office,9,77,#ffb703
Wilson,94 months in office,10,77,#ee3224
Thatcher,139 months in office,12,77,#00539f
Brown,35 months in office,13,77,#ee3224
Cameron,75 months in office,14,77,#00539f
Macdonald,82 months in office,16,77,#ee3224
Blair,122 months in office,20,77,#ee3224
Major,78 months in office,22,77,#00539f
May,34 months in office,30,77,#00539f
Eden,22 months in office,2,78,#00539f
Churchill,104 months in office,3,78,#00539f
Asquith,105 months in office,4,78,#ffb703
Baldwin,87 months in office,4,78,#00539f
Callaghan,37 months in office,4,78,#ee3224
Chamberlain,36 months in office,5,78,#00539f
Heath,45 months in office,5,78,#00539f
Attlee,76 months in office,7,78,#ee3224
Balfour,41 months in office,7,78,#00539f
Macmillan,82 months in office,7,78,#00539f
Lloyd George,71 months in office,9,78,#ffb703
Wilson,94 months in office,10,78,#ee3224
Thatcher,139 months in office,12,78,#00539f
Brown,35 months in office,13,78,#ee3224
Cameron,75 months in office,14,78,#00539f
Macdonald,82 months in office,16,78,#ee3224
Blair,122 months in office,20,78,#ee3224
Major,78 months in office,22,78,#00539f
May,34 months in office,30,78,#00539f
Eden,22 months in office,2,79,#00539f
Churchill,104 months in office,3,79,#00539f
Asquith,105 months in office,4,79,#ffb703
Baldwin,87 months in office,4,79,#00539f
Callaghan,37 months in office,4,79,#ee3224
Chamberlain,36 months in office,5,79,#00539f
Heath,45 months in office,5,79,#00539f
Attlee,76 months in office,7,79,#ee3224
Balfour,41 months in office,7,79,#00539f
Macmillan,82 months in office,7,79,#00539f
Lloyd George,71 months in office,9,79,#ffb703
Wilson,94 months in office,10,79,#ee3224
Brown,35 months in office,13,79,#ee3224
Thatcher,139 months in office,13,79,#00539f
Cameron,75 months in office,14,79,#00539f
Macdonald,82 months in office,16,79,#ee3224
Blair,122 months in office,20,79,#ee3224
Major,78 months in office,22,79,#00539f
May,34 months in office,30,79,#00539f
Eden,22 months in office,2,80,#00539f
Churchill,104 months in office,3,80,#00539f
Asquith,105 months in office,4,80,#ffb703
Baldwin,87 months in office,4,80,#00539f
Callaghan,37 months in office,4,80,#ee3224
Chamberlain,36 months in office,5,80,#00539f
Heath,45 months in office,5,80,#00539f
Attlee,76 months in office,7,80,#ee3224
Balfour,41 months in office,7,80,#00539f
Macmillan,82 months in office,7,80,#00539f
Lloyd George,71 months in office,9,80,#ffb703
Wilson,94 months in office,10,80,#ee3224
Brown,35 months in office,13,80,#ee3224
Thatcher,139 months in office,13,80,#00539f
Cameron,75 months in office,14,80,#00539f
Macdonald,82 months in office,16,80,#ee3224
Blair,122 months in office,20,80,#ee3224
Major,78 months in office,22,80,#00539f
May,34 months in office,30,80,#00539f
Eden,22 months in office,2,81,#00539f
Churchill,104 months in office,3,81,#00539f
Asquith,105 months in office,4,81,#ffb703
Baldwin,87 months in office,4,81,#00539f
Callaghan,37 months in office,4,81,#ee3224
Chamberlain,36 months in office,5,81,#00539f
Heath,45 months in office,5,81,#00539f
Attlee,76 months in office,7,81,#ee3224
Balfour,41 months in office,7,81,#00539f
Macmillan,82 months in office,7,81,#00539f
Lloyd George,71 months in office,9,81,#ffb703
Wilson,94 months in office,10,81,#ee3224
Brown,35 months in office,13,81,#ee3224
Cameron,75 months in office,14,81,#00539f
Thatcher,139 months in office,15,81,#00539f
Macdonald,82 months in office,16,81,#ee3224
Blair,122 months in office,20,81,#ee3224
Major,78 months in office,22,81,#00539f
May,34 months in office,30,81,#00539f
Eden,22 months in office,2,82,#00539f
Churchill,104 months in office,3,82,#00539f
Asquith,105 months in office,4,82,#ffb703
Baldwin,87 months in office,4,82,#00539f
Callaghan,37 months in office,4,82,#ee3224
Chamberlain,36 months in office,5,82,#00539f
Heath,45 months in office,5,82,#00539f
Attlee,76 months in office,7,82,#ee3224
Balfour,41 months in office,7,82,#00539f
Macmillan,82 months in office,7,82,#00539f
Lloyd George,71 months in office,9,82,#ffb703
Wilson,94 months in office,10,82,#ee3224
Brown,35 months in office,13,82,#ee3224
Cameron,75 months in office,14,82,#00539f
Thatcher,139 months in office,15,82,#00539f
Macdonald,82 months in office,16,82,#ee3224
Blair,122 months in office,20,82,#ee3224
Major,78 months in office,22,82,#00539f
May,34 months in office,30,82,#00539f
Eden,22 months in office,2,83,#00539f
Churchill,104 months in office,3,83,#00539f
Asquith,105 months in office,4,83,#ffb703
Baldwin,87 months in office,4,83,#00539f
Callaghan,37 months in office,4,83,#ee3224
Chamberlain,36 months in office,5,83,#00539f
Heath,45 months in office,5,83,#00539f
Attlee,76 months in office,7,83,#ee3224
Balfour,41 months in office,7,83,#00539f
Macmillan,82 months in office,7,83,#00539f
Lloyd George,71 months in office,9,83,#ffb703
Wilson,94 months in office,10,83,#ee3224
Brown,35 months in office,13,83,#ee3224
Cameron,75 months in office,14,83,#00539f
Thatcher,139 months in office,15,83,#00539f
Macdonald,82 months in office,16,83,#ee3224
Blair,122 months in office,21,83,#ee3224
Major,78 months in office,22,83,#00539f
May,34 months in office,30,83,#00539f
Eden,22 months in office,2,84,#00539f
Churchill,104 months in office,3,84,#00539f
Asquith,105 months in office,4,84,#ffb703
Baldwin,87 months in office,4,84,#00539f
Callaghan,37 months in office,4,84,#ee3224
Chamberlain,36 months in office,5,84,#00539f
Heath,45 months in office,5,84,#00539f
Attlee,76 months in office,7,84,#ee3224
Balfour,41 months in office,7,84,#00539f
Macmillan,82 months in office,7,84,#00539f
Lloyd George,71 months in office,9,84,#ffb703
Wilson,94 months in office,10,84,#ee3224
Brown,35 months in office,13,84,#ee3224
Cameron,75 months in office,14,84,#00539f
Thatcher,139 months in office,15,84,#00539f
Macdonald,82 months in office,16,84,#ee3224
Blair,122 months in office,21,84,#ee3224
Major,78 months in office,22,84,#00539f
May,34 months in office,30,84,#00539f
Eden,22 months in office,2,85,#00539f
Churchill,104 months in office,3,85,#00539f
Asquith,105 months in office,4,85,#ffb703
Baldwin,87 months in office,4,85,#00539f
Callaghan,37 months in office,4,85,#ee3224
Chamberlain,36 months in office,5,85,#00539f
Heath,45 months in office,5,85,#00539f
Attlee,76 months in office,7,85,#ee3224
Balfour,41 months in office,7,85,#00539f
Macmillan,82 months in office,7,85,#00539f
Lloyd George,71 months in office,9,85,#ffb703
Wilson,94 months in office,10,85,#ee3224
Brown,35 months in office,13,85,#ee3224
Cameron,75 months in office,14,85,#00539f
Macdonald,82 months in office,16,85,#ee3224
Thatcher,139 months in office,16,85,#00539f
Blair,122 months in office,21,85,#ee3224
Major,78 months in office,22,85,#00539f
May,34 months in office,30,85,#00539f
Eden,22 months in office,2,86,#00539f
Churchill,104 months in office,3,86,#00539f
Asquith,105 months in office,4,86,#ffb703
Baldwin,87 months in office,4,86,#00539f
Callaghan,37 months in office,4,86,#ee3224
Chamberlain,36 months in office,5,86,#00539f
Heath,45 months in office,5,86,#00539f
Attlee,76 months in office,7,86,#ee3224
Balfour,41 months in office,7,86,#00539f
Macmillan,82 months in office,7,86,#00539f
Lloyd George,71 months in office,9,86,#ffb703
Wilson,94 months in office,10,86,#ee3224
Brown,35 months in office,13,86,#ee3224
Cameron,75 months in office,14,86,#00539f
Macdonald,82 months in office,16,86,#ee3224
Thatcher,139 months in office,16,86,#00539f
Blair,122 months in office,21,86,#ee3224
Major,78 months in office,22,86,#00539f
May,34 months in office,30,86,#00539f
Eden,22 months in office,2,87,#00539f
Churchill,104 months in office,3,87,#00539f
Asquith,105 months in office,4,87,#ffb703
Baldwin,87 months in office,4,87,#00539f
Callaghan,37 months in office,4,87,#ee3224
Chamberlain,36 months in office,5,87,#00539f
Heath,45 months in office,5,87,#00539f
Attlee,76 months in office,7,87,#ee3224
Balfour,41 months in office,7,87,#00539f
Macmillan,82 months in office,7,87,#00539f
Lloyd George,71 months in office,9,87,#ffb703
Wilson,94 months in office,10,87,#ee3224
Brown,35 months in office,13,87,#ee3224
Cameron,75 months in office,14,87,#00539f
Macdonald,82 months in office,16,87,#ee3224
Thatcher,139 months in office,16,87,#00539f
Blair,122 months in office,21,87,#ee3224
Major,78 months in office,22,87,#00539f
May,34 months in office,30,87,#00539f
Eden,22 months in office,2,88,#00539f
Churchill,104 months in office,3,88,#00539f
Asquith,105 months in office,4,88,#ffb703
Baldwin,87 months in office,4,88,#00539f
Callaghan,37 months in office,4,88,#ee3224
Chamberlain,36 months in office,5,88,#00539f
Heath,45 months in office,5,88,#00539f
Attlee,76 months in office,7,88,#ee3224
Balfour,41 months in office,7,88,#00539f
Macmillan,82 months in office,7,88,#00539f
Lloyd George,71 months in office,9,88,#ffb703
Wilson,94 months in office,10,88,#ee3224
Brown,35 months in office,13,88,#ee3224
Cameron,75 months in office,14,88,#00539f
Macdonald,82 months in office,16,88,#ee3224
Thatcher,139 months in office,16,88,#00539f
Blair,122 months in office,21,88,#ee3224
Major,78 months in office,22,88,#00539f
May,34 months in office,30,88,#00539f
Eden,22 months in office,2,89,#00539f
Churchill,104 months in office,3,89,#00539f
Asquith,105 months in office,4,89,#ffb703
Baldwin,87 months in office,4,89,#00539f
Callaghan,37 months in office,4,89,#ee3224
Chamberlain,36 months in office,5,89,#00539f
Heath,45 months in office,5,89,#00539f
Attlee,76 months in office,7,89,#ee3224
Balfour,41 months in office,7,89,#00539f
Macmillan,82 months in office,7,89,#00539f
Lloyd George,71 months in office,9,89,#ffb703
Wilson,94 months in office,10,89,#ee3224
Brown,35 months in office,13,89,#ee3224
Cameron,75 months in office,14,89,#00539f
Macdonald,82 months in office,16,89,#ee3224
Thatcher,139 months in office,16,89,#00539f
Blair,122 months in office,22,89,#ee3224
Major,78 months in office,22,89,#00539f
May,34 months in office,30,89,#00539f
Eden,22 months in office,2,90,#00539f
Churchill,104 months in office,3,90,#00539f
Asquith,105 months in office,4,90,#ffb703
Baldwin,87 months in office,4,90,#00539f
Callaghan,37 months in office,4,90,#ee3224
Chamberlain,36 months in office,5,90,#00539f
Heath,45 months in office,5,90,#00539f
Attlee,76 months in office,7,90,#ee3224
Balfour,41 months in office,7,90,#00539f
Macmillan,82 months in office,7,90,#00539f
Lloyd George,71 months in office,9,90,#ffb703
Wilson,94 months in office,10,90,#ee3224
Brown,35 months in office,13,90,#ee3224
Cameron,75 months in office,14,90,#00539f
Macdonald,82 months in office,16,90,#ee3224
Thatcher,139 months in office,16,90,#00539f
Blair,122 months in office,22,90,#ee3224
Major,78 months in office,22,90,#00539f
May,34 months in office,30,90,#00539f
Eden,22 months in office,2,91,#00539f
Churchill,104 months in office,3,91,#00539f
Baldwin,87 months in office,4,91,#00539f
Callaghan,37 months in office,4,91,#ee3224
Asquith,105 months in office,5,91,#ffb703
Chamberlain,36 months in office,5,91,#00539f
Heath,45 months in office,5,91,#00539f
Attlee,76 months in office,7,91,#ee3224
Balfour,41 months in office,7,91,#00539f
Macmillan,82 months in office,7,91,#00539f
Lloyd George,71 months in office,9,91,#ffb703
Wilson,94 months in office,10,91,#ee3224
Brown,35 months in office,13,91,#ee3224
Cameron,75 months in office,14,91,#00539f
Macdonald,82 months in office,16,91,#ee3224
Thatcher,139 months in office,16,91,#00539f
Major,78 months in office,22,91,#00539f
Blair,122 months in office,23,91,#ee3224
May,34 months in office,30,91,#00539f
Eden,22 months in office,2,92,#00539f
Churchill,104 months in office,3,92,#00539f
Baldwin,87 months in office,4,92,#00539f
Callaghan,37 months in office,4,92,#ee3224
Asquith,105 months in office,5,92,#ffb703
Chamberlain,36 months in office,5,92,#00539f
Heath,45 months in office,5,92,#00539f
Attlee,76 months in office,7,92,#ee3224
Balfour,41 months in office,7,92,#00539f
Macmillan,82 months in office,7,92,#00539f
Lloyd George,71 months in office,9,92,#ffb703
Wilson,94 months in office,11,92,#ee3224
Brown,35 months in office,13,92,#ee3224
Cameron,75 months in office,14,92,#00539f
Macdonald,82 months in office,16,92,#ee3224
Thatcher,139 months in office,16,92,#00539f
Major,78 months in office,22,92,#00539f
Blair,122 months in office,23,92,#ee3224
May,34 months in office,30,92,#00539f
Eden,22 months in office,2,93,#00539f
Churchill,104 months in office,3,93,#00539f
Baldwin,87 months in office,4,93,#00539f
Callaghan,37 months in office,4,93,#ee3224
Chamberlain,36 months in office,5,93,#00539f
Heath,45 months in office,5,93,#00539f
Asquith,105 months in office,6,93,#ffb703
Attlee,76 months in office,7,93,#ee3224
Balfour,41 months in office,7,93,#00539f
Macmillan,82 months in office,7,93,#00539f
Lloyd George,71 months in office,9,93,#ffb703
Wilson,94 months in office,11,93,#ee3224
Brown,35 months in office,13,93,#ee3224
Cameron,75 months in office,14,93,#00539f
Macdonald,82 months in office,16,93,#ee3224
Thatcher,139 months in office,16,93,#00539f
Major,78 months in office,22,93,#00539f
Blair,122 months in office,23,93,#ee3224
May,34 months in office,30,93,#00539f
Eden,22 months in office,2,94,#00539f
Churchill,104 months in office,3,94,#00539f
Baldwin,87 months in office,4,94,#00539f
Callaghan,37 months in office,4,94,#ee3224
Chamberlain,36 months in office,5,94,#00539f
Heath,45 months in office,5,94,#00539f
Asquith,105 months in office,6,94,#ffb703
Attlee,76 months in office,7,94,#ee3224
Balfour,41 months in office,7,94,#00539f
Macmillan,82 months in office,7,94,#00539f
Lloyd George,71 months in office,9,94,#ffb703
Wilson,94 months in office,11,94,#ee3224
Brown,35 months in office,13,94,#ee3224
Cameron,75 months in office,14,94,#00539f
Macdonald,82 months in office,16,94,#ee3224
Thatcher,139 months in office,16,94,#00539f
Major,78 months in office,22,94,#00539f
Blair,122 months in office,23,94,#ee3224
May,34 months in office,30,94,#00539f
Eden,22 months in office,2,95,#00539f
Churchill,104 months in office,3,95,#00539f
Baldwin,87 months in office,4,95,#00539f
Callaghan,37 months in office,4,95,#ee3224
Chamberlain,36 months in office,5,95,#00539f
Heath,45 months in office,5,95,#00539f
Asquith,105 months in office,6,95,#ffb703
Attlee,76 months in office,7,95,#ee3224
Balfour,41 months in office,7,95,#00539f
Macmillan,82 months in office,7,95,#00539f
Lloyd George,71 months in office,9,95,#ffb703
Wilson,94 months in office,11,95,#ee3224
Brown,35 months in office,13,95,#ee3224
Cameron,75 months in office,14,95,#00539f
Macdonald,82 months in office,16,95,#ee3224
Thatcher,139 months in office,16,95,#00539f
Major,78 months in office,22,95,#00539f
Blair,122 months in office,23,95,#ee3224
May,34 months in office,30,95,#00539f
Eden,22 months in office,2,96,#00539f
Baldwin,87 months in office,4,96,#00539f
Callaghan,37 months in office,4,96,#ee3224
Churchill,104 months in office,4,96,#00539f
Chamberlain,36 months in office,5,96,#00539f
Heath,45 months in office,5,96,#00539f
Asquith,105 months in office,6,96,#ffb703
Attlee,76 months in office,7,96,#ee3224
Balfour,41 months in office,7,96,#00539f
Macmillan,82 months in office,7,96,#00539f
Lloyd George,71 months in office,9,96,#ffb703
Wilson,94 months in office,11,96,#ee3224
Brown,35 months in office,13,96,#ee3224
Cameron,75 months in office,14,96,#00539f
Macdonald,82 months in office,16,96,#ee3224
Thatcher,139 months in office,16,96,#00539f
Major,78 months in office,22,96,#00539f
Blair,122 months in office,23,96,#ee3224
May,34 months in office,30,96,#00539f
Eden,22 months in office,2,97,#00539f
Baldwin,87 months in office,4,97,#00539f
Callaghan,37 months in office,4,97,#ee3224
Churchill,104 months in office,4,97,#00539f
Chamberlain,36 months in office,5,97,#00539f
Heath,45 months in office,5,97,#00539f
Asquith,105 months in office,7,97,#ffb703
Attlee,76 months in office,7,97,#ee3224
Balfour,41 months in office,7,97,#00539f
Macmillan,82 months in office,7,97,#00539f
Lloyd George,71 months in office,9,97,#ffb703
Wilson,94 months in office,11,97,#ee3224
Brown,35 months in office,13,97,#ee3224
Cameron,75 months in office,14,97,#00539f
Macdonald,82 months in office,16,97,#ee3224
Thatcher,139 months in office,16,97,#00539f
Major,78 months in office,22,97,#00539f
Blair,122 months in office,23,97,#ee3224
May,34 months in office,30,97,#00539f
Eden,22 months in office,2,98,#00539f
Baldwin,87 months in office,4,98,#00539f
Callaghan,37 months in office,4,98,#ee3224
Churchill,104 months in office,4,98,#00539f
Chamberlain,36 months in office,5,98,#00539f
Heath,45 months in office,5,98,#00539f
Asquith,105 months in office,7,98,#ffb703
Attlee,76 months in office,7,98,#ee3224
Balfour,41 months in office,7,98,#00539f
Macmillan,82 months in office,7,98,#00539f
Lloyd George,71 months in office,9,98,#ffb703
Wilson,94 months in office,11,98,#ee3224
Brown,35 months in office,13,98,#ee3224
Cameron,75 months in office,14,98,#00539f
Macdonald,82 months in office,16,98,#ee3224
Thatcher,139 months in office,16,98,#00539f
Major,78 months in office,22,98,#00539f
Blair,122 months in office,23,98,#ee3224
May,34 months in office,30,98,#00539f
Eden,22 months in office,2,99,#00539f
Baldwin,87 months in office,4,99,#00539f
Callaghan,37 months in office,4,99,#ee3224
Churchill,104 months in office,4,99,#00539f
Chamberlain,36 months in office,5,99,#00539f
Heath,45 months in office,5,99,#00539f
Attlee,76 months in office,7,99,#ee3224
Balfour,41 months in office,7,99,#00539f
Macmillan,82 months in office,7,99,#00539f
Asquith,105 months in office,8,99,#ffb703
Lloyd George,71 months in office,9,99,#ffb703
Wilson,94 months in office,11,99,#ee3224
Brown,35 months in office,13,99,#ee3224
Cameron,75 months in office,14,99,#00539f
Macdonald,82 months in office,16,99,#ee3224
Thatcher,139 months in office,16,99,#00539f
Major,78 months in office,22,99,#00539f
Blair,122 months in office,23,99,#ee3224
May,34 months in office,30,99,#00539f
Eden,22 months in office,2,100,#00539f
Baldwin,87 months in office,4,100,#00539f
Callaghan,37 months in office,4,100,#ee3224
Churchill,104 months in office,4,100,#00539f
Chamberlain,36 months in office,5,100,#00539f
Heath,45 months in office,5,100,#00539f
Attlee,76 months in office,7,100,#ee3224
Balfour,41 months in office,7,100,#00539f
Macmillan,82 months in office,7,100,#00539f
Asquith,105 months in office,8,100,#ffb703
Lloyd George,71 months in office,9,100,#ffb703
Wilson,94 months in office,11,100,#ee3224
Brown,35 months in office,13,100,#ee3224
Cameron,75 months in office,14,100,#00539f
Macdonald,82 months in office,16,100,#ee3224
Thatcher,139 months in office,16,100,#00539f
Major,78 months in office,22,100,#00539f
Blair,122 months in office,23,100,#ee3224
May,34 months in office,30,100,#00539f
Eden,22 months in office,2,101,#00539f
Baldwin,87 months in office,4,101,#00539f
Callaghan,37 months in office,4,101,#ee3224
Churchill,104 months in office,4,101,#00539f
Chamberlain,36 months in office,5,101,#00539f
Heath,45 months in office,5,101,#00539f
Attlee,76 months in office,7,101,#ee3224
Balfour,41 months in office,7,101,#00539f
Macmillan,82 months in office,7,101,#00539f
Asquith,105 months in office,8,101,#ffb703
Lloyd George,71 months in office,9,101,#ffb703
Wilson,94 months in office,11,101,#ee3224
Brown,35 months in office,13,101,#ee3224
Cameron,75 months in office,14,101,#00539f
Macdonald,82 months in office,16,101,#ee3224
Thatcher,139 months in office,16,101,#00539f
Major,78 months in office,22,101,#00539f
Blair,122 months in office,23,101,#ee3224
May,34 months in office,30,101,#00539f
Eden,22 months in office,2,102,#00539f
Baldwin,87 months in office,4,102,#00539f
Callaghan,37 months in office,4,102,#ee3224
Churchill,104 months in office,4,102,#00539f
Chamberlain,36 months in office,5,102,#00539f
Heath,45 months in office,5,102,#00539f
Attlee,76 months in office,7,102,#ee3224
Balfour,41 months in office,7,102,#00539f
Macmillan,82 months in office,7,102,#00539f
Asquith,105 months in office,8,102,#ffb703
Lloyd George,71 months in office,9,102,#ffb703
Wilson,94 months in office,11,102,#ee3224
Brown,35 months in office,13,102,#ee3224
Cameron,75 months in office,14,102,#00539f
Macdonald,82 months in office,16,102,#ee3224
Thatcher,139 months in office,17,102,#00539f
Major,78 months in office,22,102,#00539f
Blair,122 months in office,23,102,#ee3224
May,34 months in office,30,102,#00539f
Eden,22 months in office,2,103,#00539f
Baldwin,87 months in office,4,103,#00539f
Callaghan,37 months in office,4,103,#ee3224
Churchill,104 months in office,4,103,#00539f
Chamberlain,36 months in office,5,103,#00539f
Heath,45 months in office,5,103,#00539f
Attlee,76 months in office,7,103,#ee3224
Balfour,41 months in office,7,103,#00539f
Macmillan,82 months in office,7,103,#00539f
Asquith,105 months in office,8,103,#ffb703
Lloyd George,71 months in office,9,103,#ffb703
Wilson,94 months in office,11,103,#ee3224
Brown,35 months in office,13,103,#ee3224
Cameron,75 months in office,14,103,#00539f
Macdonald,82 months in office,16,103,#ee3224
Thatcher,139 months in office,17,103,#00539f
Major,78 months in office,22,103,#00539f
Blair,122 months in office,24,103,#ee3224
May,34 months in office,30,103,#00539f
Eden,22 months in office,2,104,#00539f
Baldwin,87 months in office,4,104,#00539f
Callaghan,37 months in office,4,104,#ee3224
Churchill,104 months in office,4,104,#00539f
Chamberlain,36 months in office,5,104,#00539f
Heath,45 months in office,5,104,#00539f
Attlee,76 months in office,7,104,#ee3224
Balfour,41 months in office,7,104,#00539f
Macmillan,82 months in office,7,104,#00539f
Asquith,105 months in office,8,104,#ffb703
Lloyd George,71 months in office,9,104,#ffb703
Wilson,94 months in office,11,104,#ee3224
Brown,35 months in office,13,104,#ee3224
Cameron,75 months in office,14,104,#00539f
Macdonald,82 months in office,16,104,#ee3224
Thatcher,139 months in office,17,104,#00539f
Major,78 months in office,22,104,#00539f
Blair,122 months in office,24,104,#ee3224
May,34 months in office,30,104,#00539f
Eden,22 months in office,2,105,#00539f
Baldwin,87 months in office,4,105,#00539f
Callaghan,37 months in office,4,105,#ee3224
Churchill,104 months in office,4,105,#00539f
Chamberlain,36 months in office,5,105,#00539f
Heath,45 months in office,5,105,#00539f
Attlee,76 months in office,7,105,#ee3224
Balfour,41 months in office,7,105,#00539f
Macmillan,82 months in office,7,105,#00539f
Asquith,105 months in office,8,105,#ffb703
Lloyd George,71 months in office,9,105,#ffb703
Wilson,94 months in office,11,105,#ee3224
Brown,35 months in office,13,105,#ee3224
Cameron,75 months in office,14,105,#00539f
Macdonald,82 months in office,16,105,#ee3224
Thatcher,139 months in office,18,105,#00539f
Major,78 months in office,22,105,#00539f
Blair,122 months in office,24,105,#ee3224
May,34 months in office,30,105,#00539f
Eden,22 months in office,2,106,#00539f
Baldwin,87 months in office,4,106,#00539f
Callaghan,37 months in office,4,106,#ee3224
Churchill,104 months in office,4,106,#00539f
Chamberlain,36 months in office,5,106,#00539f
Heath,45 months in office,5,106,#00539f
Attlee,76 months in office,7,106,#ee3224
Balfour,41 months in office,7,106,#00539f
Macmillan,82 months in office,7,106,#00539f
Asquith,105 months in office,8,106,#ffb703
Lloyd George,71 months in office,9,106,#ffb703
Wilson,94 months in office,11,106,#ee3224
Brown,35 months in office,13,106,#ee3224
Cameron,75 months in office,14,106,#00539f
Macdonald,82 months in office,16,106,#ee3224
Thatcher,139 months in office,18,106,#00539f
Major,78 months in office,22,106,#00539f
Blair,122 months in office,24,106,#ee3224
May,34 months in office,30,106,#00539f
Eden,22 months in office,2,107,#00539f
Baldwin,87 months in office,4,107,#00539f
Callaghan,37 months in office,4,107,#ee3224
Churchill,104 months in office,4,107,#00539f
Chamberlain,36 months in office,5,107,#00539f
Heath,45 months in office,5,107,#00539f
Attlee,76 months in office,7,107,#ee3224
Balfour,41 months in office,7,107,#00539f
Macmillan,82 months in office,7,107,#00539f
Asquith,105 months in office,8,107,#ffb703
Lloyd George,71 months in office,9,107,#ffb703
Wilson,94 months in office,11,107,#ee3224
Brown,35 months in office,13,107,#ee3224
Cameron,75 months in office,14,107,#00539f
Macdonald,82 months in office,16,107,#ee3224
Thatcher,139 months in office,18,107,#00539f
Major,78 months in office,22,107,#00539f
Blair,122 months in office,25,107,#ee3224
May,34 months in office,30,107,#00539f
Eden,22 months in office,2,108,#00539f
Baldwin,87 months in office,4,108,#00539f
Callaghan,37 months in office,4,108,#ee3224
Churchill,104 months in office,4,108,#00539f
Chamberlain,36 months in office,5,108,#00539f
Heath,45 months in office,5,108,#00539f
Attlee,76 months in office,7,108,#ee3224
Balfour,41 months in office,7,108,#00539f
Macmillan,82 months in office,7,108,#00539f
Asquith,105 months in office,8,108,#ffb703
Lloyd George,71 months in office,9,108,#ffb703
Wilson,94 months in office,11,108,#ee3224
Brown,35 months in office,13,108,#ee3224
Cameron,75 months in office,14,108,#00539f
Macdonald,82 months in office,16,108,#ee3224
Thatcher,139 months in office,18,108,#00539f
Major,78 months in office,22,108,#00539f
Blair,122 months in office,25,108,#ee3224
May,34 months in office,30,108,#00539f
Eden,22 months in office,2,109,#00539f
Baldwin,87 months in office,4,109,#00539f
Callaghan,37 months in office,4,109,#ee3224
Churchill,104 months in office,4,109,#00539f
Chamberlain,36 months in office,5,109,#00539f
Heath,45 months in office,5,109,#00539f
Attlee,76 months in office,7,109,#ee3224
Balfour,41 months in office,7,109,#00539f
Macmillan,82 months in office,7,109,#00539f
Asquith,105 months in office,8,109,#ffb703
Lloyd George,71 months in office,9,109,#ffb703
Wilson,94 months in office,11,109,#ee3224
Brown,35 months in office,13,109,#ee3224
Cameron,75 months in office,14,109,#00539f
Macdonald,82 months in office,16,109,#ee3224
Thatcher,139 months in office,18,109,#00539f
Major,78 months in office,22,109,#00539f
Blair,122 months in office,25,109,#ee3224
May,34 months in office,30,109,#00539f
Eden,22 months in office,2,110,#00539f
Baldwin,87 months in office,4,110,#00539f
Callaghan,37 months in office,4,110,#ee3224
Churchill,104 months in office,4,110,#00539f
Chamberlain,36 months in office,5,110,#00539f
Heath,45 months in office,5,110,#00539f
Attlee,76 months in office,7,110,#ee3224
Balfour,41 months in office,7,110,#00539f
Macmillan,82 months in office,7,110,#00539f
Asquith,105 months in office,8,110,#ffb703
Lloyd George,71 months in office,9,110,#ffb703
Wilson,94 months in office,11,110,#ee3224
Brown,35 months in office,13,110,#ee3224
Cameron,75 months in office,14,110,#00539f
Macdonald,82 months in office,16,110,#ee3224
Thatcher,139 months in office,18,110,#00539f
Major,78 months in office,22,110,#00539f
Blair,122 months in office,25,110,#ee3224
May,34 months in office,30,110,#00539f
Eden,22 months in office,2,111,#00539f
Baldwin,87 months in office,4,111,#00539f
Callaghan,37 months in office,4,111,#ee3224
Churchill,104 months in office,4,111,#00539f
Chamberlain,36 months in office,5,111,#00539f
Heath,45 months in office,5,111,#00539f
Attlee,76 months in office,7,111,#ee3224
